id,start,end,event_type,event_priority,hyper_count,vul_count,ip1,ip2,ip3,ip4,ip5,ip6,ip_order,ty1,ty2,ty3,ty4,ty5,ty6,ty_order
480,22:02.0,30:29.0,detect,0,6,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
481,22:31.0,37:29.0,detect,0,8,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.202,192.168.20.202,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.202192.168.20.202,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
482,06:26.0,08:53.0,detect,0,13,0,10.10.13.23,192.168.20.94,10.10.13.23,192.168.20.94,192.168.20.199,10.10.13.23,10.10.13.23192.168.20.9410.10.13.23192.168.20.94192.168.20.19910.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
483,21:27.0,21:29.0,detect,0,9,0,10.10.13.23,192.168.20.108,10.10.13.23,10.10.13.23,192.168.20.94,10.10.13.23,10.10.13.23192.168.20.10810.10.13.2310.10.13.23192.168.20.9410.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
484,36:26.0,39:17.0,detect,0,13,0,10.10.13.23,192.168.20.108,10.10.13.23,10.10.13.23,192.168.20.94,10.10.13.23,10.10.13.23192.168.20.10810.10.13.2310.10.13.23192.168.20.9410.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
485,51:27.0,06:27.0,detect,1,32,0,10.10.13.23,192.168.20.108,10.10.13.23,10.10.13.23,192.168.20.94,192.168.20.94,10.10.13.23192.168.20.10810.10.13.2310.10.13.23192.168.20.94192.168.20.94,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
486,29:03.0,40:05.0,detect,1,21,0,10.10.13.23,192.168.1.3,192.168.1.3,10.10.13.23,10.10.13.23,192.168.20.108,10.10.13.23192.168.1.3192.168.1.310.10.13.2310.10.13.23192.168.20.108,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
487,34:50.0,34:50.0,action,3,2,0,10.10.13.23,192.168.1.3,-1,-1,-1,-1,10.10.13.23192.168.1.3-1-1-1-1,PLC停止,PLC停止,-1,-1,-1,-1,PLC停止PLC停止-1-1-1-1
488,44:04.0,56:31.0,Null,0,9,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,192.168.1.3,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23192.168.1.3,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
489,59:03.0,10:29.0,detect,1,23,0,10.10.13.23,10.10.13.23,192.168.20.108,192.168.20.199,10.10.13.23,192.168.1.3,10.10.13.2310.10.13.23192.168.20.108192.168.20.19910.10.13.23192.168.1.3,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
490,00:04.0,02:17.0,detect,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信建立通信建立通信建立通信建立通信建立通信
491,00:04.0,00:04.0,action,3,2,0,10.10.13.23,192.168.1.3,-1,-1,-1,-1,10.10.13.23192.168.1.3-1-1-1-1,PLC停止,PLC停止,-1,-1,-1,-1,PLC停止PLC停止-1-1-1-1
492,00:04.0,00:05.0,action,3,2,0,10.10.13.23,192.168.1.3,-1,-1,-1,-1,10.10.13.23192.168.1.3-1-1-1-1,PLC启动,PLC启动,-1,-1,-1,-1,PLC启动PLC启动-1-1-1-1
493,04:50.0,16:33.0,detect,0,9,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,192.168.1.3,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23192.168.1.3,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
494,14:04.0,21:12.0,detect,1,12,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,192.168.1.3,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23192.168.1.3,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
495,20:34.0,29:27.0,detect,3,10,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信建立通信建立通信建立通信建立通信建立通信
496,20:34.0,35:29.0,Weaponization,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,开始上传工程,开始上传工程,开始上传工程,开始上传工程,开始上传工程,开始上传工程,开始上传工程开始上传工程开始上传工程开始上传工程开始上传工程开始上传工程
497,20:34.0,35:29.0,Weaponization,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,正在上传工程,正在上传工程,正在上传工程,正在上传工程,正在上传工程,正在上传工程,正在上传工程正在上传工程正在上传工程正在上传工程正在上传工程正在上传工程
498,20:34.0,35:29.0,Weaponization,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,上传工程结束,上传工程结束,上传工程结束,上传工程结束,上传工程结束,上传工程结束,上传工程结束上传工程结束上传工程结束上传工程结束上传工程结束上传工程结束
499,20:34.0,20:34.0,Weaponization,3,2,0,10.10.13.23,192.168.1.3,-1,-1,-1,-1,10.10.13.23192.168.1.3-1-1-1-1,请求下载工程,请求下载工程,-1,-1,-1,-1,请求下载工程请求下载工程-1-1-1-1
500,20:34.0,39:29.0,Weaponization,0,13,0,192.168.1.3,10.10.13.23,192.168.1.3,192.168.1.3,192.168.1.3,192.168.1.3,192.168.1.310.10.13.23192.168.1.3192.168.1.3192.168.1.3192.168.1.3,下载工程,下载工程,下载工程结束,PLC启动,非法连接,非法连接,下载工程下载工程下载工程结束PLC启动非法连接非法连接
501,20:34.0,20:34.0,Weaponization,6,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,下载工程结束,-1,-1,-1,-1,-1,下载工程结束-1-1-1-1-1
502,20:34.0,20:34.0,action,6,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,PLC启动,-1,-1,-1,-1,-1,PLC启动-1-1-1-1-1
503,29:03.0,40:25.0,detect,2,36,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
504,30:04.0,44:04.0,detect,1,9,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
505,30:04.0,30:04.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
506,30:04.0,30:04.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
507,34:50.0,45:05.0,detect,1,9,0,10.10.13.23,10.10.13.23,192.168.20.108,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.2310.10.13.23192.168.20.108192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
508,35:53.0,40:25.0,Weaponization,4,5,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,-1,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23-1,开始上传工程,开始上传工程,开始上传工程,开始上传工程,开始上传工程,-1,开始上传工程开始上传工程开始上传工程开始上传工程开始上传工程-1
509,35:53.0,39:29.0,Weaponization,3,4,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,-1,-1,10.10.13.23192.168.1.310.10.13.23192.168.1.3-1-1,正在上传工程,正在上传工程,正在上传工程,正在上传工程,-1,-1,正在上传工程正在上传工程正在上传工程正在上传工程-1-1
510,35:53.0,39:29.0,Weaponization,3,4,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,-1,-1,10.10.13.23192.168.1.310.10.13.23192.168.1.3-1-1,上传工程结束,上传工程结束,上传工程结束,上传工程结束,-1,-1,上传工程结束上传工程结束上传工程结束上传工程结束-1-1
511,38:43.0,40:25.0,Weaponization,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信建立通信建立通信建立通信建立通信建立通信
512,39:29.0,39:29.0,Weaponization,3,2,0,10.10.13.23,192.168.1.3,-1,-1,-1,-1,10.10.13.23192.168.1.3-1-1-1-1,请求下载工程,请求下载工程,-1,-1,-1,-1,请求下载工程请求下载工程-1-1-1-1
513,39:29.0,39:29.0,Weaponization,6,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,下载工程,-1,-1,-1,-1,-1,下载工程-1-1-1-1-1
514,39:29.0,49:51.0,Weaponization,1,6,0,192.168.1.3,10.10.13.23,192.168.1.3,192.168.1.3,192.168.1.3,192.168.1.3,192.168.1.310.10.13.23192.168.1.3192.168.1.3192.168.1.3192.168.1.3,下载工程结束,下载工程结束,PLC启动,诊断,非法连接,非法连接,下载工程结束下载工程结束PLC启动诊断非法连接非法连接
515,39:29.0,39:29.0,action,6,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,PLC启动,-1,-1,-1,-1,-1,PLC启动-1-1-1-1-1
516,44:04.0,56:35.0,detect,1,11,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
517,50:34.0,59:05.0,detect,1,9,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
518,50:34.0,50:34.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
519,50:34.0,50:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
520,50:34.0,50:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
521,50:34.0,50:34.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
522,50:34.0,50:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
523,50:34.0,50:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
524,50:34.0,50:34.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
525,59:03.0,11:17.0,detect,1,13,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,192.168.1.3,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23192.168.1.3,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
526,00:04.0,14:04.0,detect,1,9,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,192.168.1.3,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23192.168.1.3,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
527,00:04.0,00:04.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
528,00:04.0,00:04.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
529,04:50.0,16:36.0,detect,1,11,0,10.10.13.23,10.10.13.23,192.168.20.108,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.2310.10.13.23192.168.20.108192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
530,05:53.0,19:51.0,detect,1,9,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
531,05:53.0,05:53.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
532,05:53.0,05:53.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
533,08:43.0,20:54.0,detect,1,9,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,192.168.1.3,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23192.168.1.3,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
534,09:29.0,23:44.0,detect,1,9,0,192.168.20.199,10.10.13.23,192.168.20.108,10.10.13.23,10.10.13.23,10.10.13.23,192.168.20.19910.10.13.23192.168.20.10810.10.13.2310.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
535,09:29.0,09:29.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
536,09:29.0,09:29.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
537,09:29.0,09:29.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
538,14:04.0,24:30.0,detect,1,9,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
539,20:34.0,32:18.0,detect,2,15,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
540,20:34.0,20:34.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
541,20:34.0,20:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
542,20:34.0,20:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
543,20:34.0,20:34.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
544,20:34.0,20:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
545,20:35.0,35:35.0,detect,1,7,0,10.10.13.23,192.168.20.108,10.10.13.23,10.10.13.23,192.168.1.3,192.168.1.3,10.10.13.23192.168.20.10810.10.13.2310.10.13.23192.168.1.3192.168.1.3,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
546,20:35.0,20:35.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
547,29:03.0,41:41.0,detect,1,18,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.13.23,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.13.23,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
548,30:04.0,44:28.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
549,30:04.0,30:04.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
550,30:04.0,30:04.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
551,31:59.0,38:54.0,detect,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信,建立通信建立通信建立通信建立通信建立通信建立通信
552,31:59.0,38:54.0,Weaponization,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,开始上传工程,开始上传工程,开始上传工程,开始上传工程,开始上传工程,开始上传工程,开始上传工程开始上传工程开始上传工程开始上传工程开始上传工程开始上传工程
553,31:59.0,38:54.0,Weaponization,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,正在上传工程,正在上传工程,正在上传工程,正在上传工程,正在上传工程,正在上传工程,正在上传工程正在上传工程正在上传工程正在上传工程正在上传工程正在上传工程
554,31:59.0,38:54.0,Weaponization,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,上传工程结束,上传工程结束,上传工程结束,上传工程结束,上传工程结束,上传工程结束,上传工程结束上传工程结束上传工程结束上传工程结束上传工程结束上传工程结束
555,31:59.0,38:54.0,Weaponization,3,6,0,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23,192.168.1.3,10.10.13.23192.168.1.310.10.13.23192.168.1.310.10.13.23192.168.1.3,请求下载工程,请求下载工程,请求下载工程,请求下载工程,请求下载工程,请求下载工程,请求下载工程请求下载工程请求下载工程请求下载工程请求下载工程请求下载工程
556,32:00.0,38:55.0,Weaponization,2,12,0,192.168.1.3,10.10.13.23,192.168.1.3,192.168.1.3,192.168.1.3,10.10.13.23,192.168.1.310.10.13.23192.168.1.3192.168.1.3192.168.1.310.10.13.23,下载工程,下载工程,下载工程结束,PLC启动,下载工程,下载工程,下载工程下载工程下载工程结束PLC启动下载工程下载工程
557,32:00.0,38:55.0,Weaponization,6,3,0,10.10.13.23,10.10.13.23,10.10.13.23,-1,-1,-1,10.10.13.2310.10.13.2310.10.13.23-1-1-1,下载工程结束,下载工程结束,下载工程结束,-1,-1,-1,下载工程结束下载工程结束下载工程结束-1-1-1
558,32:00.0,38:55.0,action,6,3,0,10.10.13.23,10.10.13.23,10.10.13.23,-1,-1,-1,10.10.13.2310.10.13.2310.10.13.23-1-1-1,PLC启动,PLC启动,PLC启动,-1,-1,-1,PLC启动PLC启动PLC启动-1-1-1
559,34:50.0,45:28.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
560,35:53.0,49:58.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
561,35:53.0,35:53.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
562,35:53.0,35:53.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
563,38:43.0,50:58.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
564,39:29.0,53:58.0,detect,0,5,0,192.168.20.108,10.10.13.23,10.10.13.23,192.168.20.199,10.10.13.23,-1,192.168.20.10810.10.13.2310.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
565,39:29.0,39:29.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
566,39:29.0,39:29.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
567,39:29.0,39:29.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
568,44:04.0,56:39.0,detect,0,7,0,10.10.13.23,10.10.13.23,192.168.20.108,192.168.20.199,10.10.13.23,10.10.12.168,10.10.13.2310.10.13.23192.168.20.108192.168.20.19910.10.13.2310.10.12.168,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
569,50:34.0,59:28.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
570,50:34.0,50:34.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
571,50:34.0,50:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
572,50:34.0,50:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
573,50:34.0,50:34.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
574,50:34.0,50:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
575,50:35.0,05:35.0,detect,0,3,0,10.10.13.23,192.168.20.108,10.10.13.23,-1,-1,-1,10.10.13.23192.168.20.10810.10.13.23-1-1-1,非法连接,非法连接,非法连接,-1,-1,-1,非法连接非法连接非法连接-1-1-1
576,50:35.0,50:35.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
577,59:03.0,12:05.0,detect,0,9,0,10.10.13.23,10.10.13.23,192.168.20.108,192.168.20.199,10.10.13.23,192.168.20.202,10.10.13.2310.10.13.23192.168.20.108192.168.20.19910.10.13.23192.168.20.202,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
578,00:04.0,14:28.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
579,00:04.0,00:04.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
